id,price,qty
gadj,54.26,30
pgpd,45.66,29
mbkj,98.82,2
hoao,53.72,47
poef,96.24,39
cjej,43.31,75
bmmj,30.57,13
mjan,56.14,76
mpck,98.27,85
loig,29.94,54
emke,77.23,24
cfon,10.82,44
leha,20.45,14
cnak,45.65,10
cckm,13.42,2
pmff,72.38,64
jooa,50.99,47
hmmj,1.18,80
ofme,44.8,39
gdgf,53.02,93
bfnb,39.4,19
gceh,12.82,79
gmoh,10.26,70
afcg,80.84,71
magp,54.96,89
lkkd,87.85,95
igjo,66.41,39
khab,91.14,25
jddo,3.91,25
eahh,27.55,52
hamb,33.64,38
apkb,83.43,6
dhkb,79.47,45
hmoh,74.56,9
kpaa,79.78,18
edeg,47.88,52
dnmj,63.51,83
jkhh,84.48,98
hmhc,14.8,27
dkeb,74.31,68
dcfo,74.24,9
bjbm,55.55,93
gokk,94.87,2
cgdi,15.93,11
jjfm,17.21,36
pjpc,97.93,87
agbm,78.05,29
pcek,53.55,62
dbje,39.27,25
foka,68.95,13
pbgh,22.78,87
ohcg,57.41,76
ddja,18.53,14
meme,15.7,76
alln,70.79,22
fjcj,53.04,2
idjd,99.84,35
fmdi,63.6,35
kpop,48.5,66
ellm,52.32,8
mfnh,13.56,13
ihnj,43.12,82
djga,5.68,23
jbia,15.68,93
keip,35.24,9
jjag,99.66,57
oknp,51.83,35
bnpf,65.77,29
hjbi,15.12,23
mmbm,24.31,41
dfdb,57.51,86
hnce,21.88,78
mnnl,49.01,16
jcef,93.69,13
elfd,28.34,47
nmpe,22.22,88
apop,87.48,55
llma,78.98,92
hphm,10.68,28
bojc,87.97,85
pbmk,25.01,77
embo,92.82,69
kmak,91.94,18
hbpl,87.65,96
ppmo,36.05,55
cihh,11.42,49
plif,79.33,52
hddo,30.78,33
lmip,98.49,85
bppn,5.81,74
mlka,3.29,18
nknd,11.17,72
ikcd,97.17,34
nemb,24.06,81
hiep,2.9,17
ddgb,24.26,97
iajj,92.19,64
idgd,26.3,53
incf,40.7,87
fgdk,74.81,34
capb,24,85
donh,0.87,1
hipd,10.13,13
hiog,14.3,69
hbhm,48.6,76
alkj,9.87,67
eicg,0.07,74
dekh,6.22,93
gdkm,91.2,23
mfip,14.9,11
cohj,53.52,89
acmn,54.66,28
blcm,60.94,32
ahce,26.21,8
fnkb,91.15,53
mnoo,17.6,31
lnjm,3.47,44
ihho,12.95,63
pagm,46.63,87
cbbg,81.23,97
gief,15.8,31
klol,13.34,80
idnn,31.82,22
ehpk,56.17,69
femi,22.14,16
elag,60.32,34
lgnm,43.4,77
efoh,72.44,35
blef,64.36,27
jldg,28.67,3
khep,95.5,85
ljel,53.85,11
ofgk,39.87,76
ehnc,69.27,32
mbob,48.55,59
hbln,71.26,59
aabe,75.25,88
jgnl,78.18,77
hjdo,22.14,69
dnbe,6.96,40
bmao,7.43,80
dgmc,85.36,53
aagj,80.52,31
jmbl,54.8,7
ebdp,31.47,25
gnnj,6.33,6
gbcn,58.08,86
nfie,4.55,86
ijah,66.77,87
foil,21.01,69
cldc,55.62,83
pepf,36.95,23
fbph,62.58,40
glfa,39.49,25
ahih,25.43,71
jklj,23.58,21
odfp,15.58,37
lcfh,42.39,5
hipa,63.36,60
pmfm,74.41,68
dbej,5.4,21
cbie,20.48,93
kmno,74.75,21
kbmk,51.54,33
pemo,4.61,36
ficc,91.11,99
jlck,77.86,52
ndng,91.86,97
eglk,43.48,99
ejmg,98.87,66
hfgl,68.57,36
hlnl,6.59,83
kkjb,66.05,70
chei,54.58,12
akon,84.69,26
inhd,17.37,64
omld,59.09,57
ajie,8.72,55
hpla,68.15,47
dahm,70.01,39
ghja,66.96,23
fcnb,37.39,64
bcod,9.09,22
ngmd,38.81,7
abbe,50.5,11
iphm,57.48,12
oglb,29.03,99
nadf,67.44,83
kajl,8.57,76
bbpi,31.24,42
fpad,35.28,2
pfom,91.93,75
gflj,18.99,51
dhhb,7.92,14
adkh,50.95,52
hlij,15.85,97
glbo,65.39,99
jhnc,81.98,2
hckp,86.08,39
glma,27.63,98
pefo,80.4,54
ijdo,53.87,1
gjfe,76.96,24
pccb,72.59,70
kegg,98.13,61
meml,23.73,37
gljp,91.79,19
gcip,70.45,17
flfo,20.68,21
ikfp,65.04,58
idib,11.66,49
ibic,76.72,15
klgp,0.84,60
gncf,26.97,69
iagl,7.24,44
ffoo,74.61,35
efjg,79.57,72
mcmf,79.75,23
fneo,29.38,79
ilfi,96.53,9
conl,25.71,27
djgg,8.55,16
bane,61.3,7
akce,63.19,71
bagc,9.74,71
jjod,21.67,36
nopc,79.52,27
pjcf,31.48,11
ioli,66.88,32
aplc,63.9,44
nnhc,38.83,34
cepe,27.83,11
egfp,91.78,34
lmaa,3.55,38
ihoj,75.85,95
dhon,20.51,81
kacc,8.84,15
ohgf,8.15,19
pkip,5.91,20
hbgn,61.74,85
enmf,84.9,53
fbgn,7.43,18
hmib,41.04,11
gghh,96.59,40
ebhb,87.83,5
emoh,79.46,29
cbnh,35.46,35
njpb,44.12,40
hegk,37.26,29
mghn,94.99,19
jkpc,69.65,97
kohd,32.29,91
hnnb,69.81,95
mnbi,99.91,79
dpdn,91.33,90
mekj,41.88,67
jfml,37.24,49
eeij,24.18,16
plgf,93.88,2
hpoc,90.88,73
jcil,5.99,36
micp,55.95,10
lncc,59.92,32
gepj,24.73,77
lfde,88.99,34
imdc,44.55,74
keel,62.64,69
oojb,30.35,29
ajgj,45.8,40
lheg,55.45,32
hnln,87.92,0
gimp,31.38,33
pkho,96.52,82
kcnf,6.35,54
cjjg,18.9,21
hlne,71.35,88
ageh,0.11,95
kdbh,4.67,60
jkfn,89,91
mcle,57.33,95
dglk,26.28,3
kcga,61.25,22
iilj,30.16,14
oelp,94.9,30
omin,27.57,55
nmeo,94.01,72
eloa,26.46,31
bona,12.14,91
enij,9.71,21
kdad,86.31,99
fpde,7.1,13
lfnc,73.5,14
hfam,31.21,35
cjke,15.76,93
cbbi,89.52,64
kgcc,36.1,61
ijla,25.77,47
ebji,49.27,12
nmdg,41.53,84
imgb,17.89,40
mkgf,30.66,71
fhke,91.9,46
cikd,64.08,8
ioci,33.89,24
lkha,32.44,73
kfce,3.55,83
alcf,11.31,78
bnji,91.69,62
oeii,90.48,88
iafl,63.89,61
ncil,66.33,7
dcfh,26.62,13
bjai,81.22,28
idom,22.99,61
mdjh,27.46,5
bibn,5.22,18
kgho,17.27,11
jcie,54.46,36
pinh,56.63,43
cgpj,52.28,82
nklk,3.59,19
ibim,7.56,99
jjik,93.78,20
igin,85.12,69
cceb,87.97,42
fbbg,40.4,50
nmcg,36.03,73
idbb,63.13,46
fpgl,80.35,97
cbfk,72.82,47
ifdo,62.07,90
ppbd,55.04,39
lpkd,3.33,34
glkh,26.11,39
oede,42.96,40
aaoe,52.37,96
jbmp,4.14,47
jigp,57.7,30
ladm,64.37,86
ebba,26.6,68
bign,96.42,90
pdkl,98.11,9
lfmi,75.29,29
japi,7.61,90
phgk,40.47,73
mmjp,0.61,71
oppm,13.83,29
admd,38.36,79
gagg,33.2,81
opni,86.05,44
mkak,51.1,15
hlpm,41.72,4
jpde,87.85,67
gdlg,89.85,84
fjpo,30.65,88
hppf,75.4,78
ecmn,34.9,26
hlci,42.02,90
fdia,10.3,23
efcf,79.66,36
dppm,0.15,51
lgad,0.06,15
ljdm,53.19,81
ejio,79.33,41
koed,31.33,95
dkhf,56.44,68
lmpe,81.97,42
fipi,96.3,50
ocna,40.31,39
addf,4.09,54
elff,66.91,92
pkno,38.28,73
gioa,38.79,96
afpm,21.81,61
fngm,45.59,44
jang,49.84,19
gkme,6.92,99
nlml,49.85,1
ilol,85.22,23
ckhn,32.72,94
idea,86.01,80
hema,35.98,51
dhpd,97,10
ofko,40.32,54
minf,65.44,57
piin,72.36,61
ciok,26.96,83
mohn,40.28,74
addh,12.83,67
biff,33.09,26
hncn,16.49,62
aedd,72.49,59
ocgo,11.91,5
jgch,93.49,99
pkbf,61.65,77
ehfn,2.65,53
hlbj,63.12,55
jigj,92.76,78
pdlc,48.89,9
dcdc,31.99,62
mjoi,70.83,30
cobp,55.57,14
hpcp,91.94,73
mhmn,32.42,89
jaoo,32.17,12
njlk,37.58,0
agac,29,75
dmgj,61.08,65
fcld,83,53
ekca,60.67,78
bbbk,89.19,63
fenp,44.85,28
aojn,59.9,51
efpp,0.45,44
milb,30.32,71
gjen,94.82,19
oeke,92.04,34
lebb,20.36,75
hpna,5.89,89
kplo,21.11,87
pifj,81.65,2
kmie,32.15,50
pcpa,10.7,80
kfbf,67.99,23
ikkg,12.24,33
foch,10.13,91
jjeh,34.41,83
nmap,95.31,60
fddl,65.81,81
dipl,42.97,27
jkej,18.37,15
ljbf,75.2,42
hchd,88.36,15
ncco,12.89,32
jhkk,50.04,8
docp,66.22,38
hgkd,37.74,20
fpla,18.96,69
bnao,92,6
nfca,76.48,44
hbdi,81.59,30
oelc,22.03,74
lcng,5.66,42
pmbb,8.31,29
hnic,77.92,2
akla,91.88,52
emjl,22.67,7
oiol,53.52,9
dfkf,78.67,73
foak,62.92,87
okid,16.04,73
bjkg,81.36,34
cjal,33.63,60
geoj,47.07,43
bhlo,81.27,81
liph,35.56,77
oicl,14.44,64
mibb,72.35,52
akmp,3.83,92
hfih,4.18,34
jmfc,9.65,16
fmkb,75.75,4
jied,26.17,46
dhaj,40.8,20
gelg,2.46,29
bdoa,25.56,23
ccim,74.66,11
bjjg,72.16,28
eadc,41.43,99
mkic,5.14,96
mhdi,5.57,88
klph,24.42,1
mljb,23.81,4
faph,4.25,14
cijl,27.32,30
pojg,91.69,40
joaa,38.34,43
lgje,52.85,95
nbhp,83.71,16
oioh,48.03,42
eebk,69.31,34
ilgn,26.38,63
pfkl,20.96,59
kmjk,76.89,82
ibcg,40.43,37
jiep,36.06,15
geph,68.56,71
eond,47.02,81
ammj,71.39,78
ldbb,35.79,50
kgno,74,46
ihjc,12.58,32
dail,15.37,29
cfjm,58.14,14
jnmk,4.3,24
bkfa,55.74,3
efma,83.94,52
aikm,3.44,71
eafg,11.53,30
djka,90.66,84
coam,40.22,83
mlih,53.4,77
poje,81.83,90
plbe,15.45,29
ngga,77.35,88
mnja,86.28,90
oegc,6.42,36
gjhb,68.35,19
pljl,27.2,52
edcf,85.7,88
ppkn,74.03,48
pkjl,97.81,78
cppe,33.62,72
nghe,55.44,29
dimn,24.79,13
mloc,25.06,72
adjf,6.45,25
ggpn,61.05,67
pjjf,54.82,41
nppp,28.45,88
pege,99.57,31
cfdj,67.05,40
bjaa,8.06,17
kben,71.17,28
opaj,14.34,89
hloj,79.48,26
hima,83.06,64
hdif,61.83,37
opal,97.34,49
dhdg,59.4,1
gbip,96.89,77
kgbk,49.51,51
ocgg,7.01,82
pmka,81.8,13
nkdj,0.22,23
kbof,12.89,89
oela,35.48,30
hekh,85.22,52
pbdm,84.28,63
faof,11.33,70
ijhh,27.35,32
ehfe,58.11,62
loci,60.52,7
gaoo,20.46,50
iadj,50.8,21
emgi,59.58,76
hdkl,50.96,97
jhgp,18.11,44
looj,42.39,55
jmid,7.08,19
omdk,60.62,76
babb,48.73,69
hakp,52.54,79
ffcd,80.67,58
efjo,66.88,16
ondf,65.58,87
cpge,36.17,5
gnfe,11.11,28
kdlp,60.22,21
mnll,42.61,51
ppfc,83.7,11
jdli,1.61,92
aojj,3.31,74
oink,57.74,25
fkfc,90.66,28
oofl,94.46,55
kbhf,97.94,35
mcoj,84.28,55
bhpf,43.5,87
hdah,31.79,19
nikh,72.37,45
jlhp,3.89,19
aakn,56.34,81
cegn,95.68,11
jgig,90.11,30
dehh,30.97,90
iocf,41.74,45
ndcn,3.26,96
biki,7.9,11
lgej,77.77,53
iipe,62.46,54
cadh,96.73,13
holi,11.06,3
goel,25.84,78
nbpp,20.76,41
aepp,55.83,90
dekg,59.61,74
oogg,64.53,12
dcpk,65.77,88
jhgh,14.88,85
pncb,69.66,6
aoai,29.62,33
fifm,39.54,26
mpoc,7.17,31
ilkh,99.94,47
annb,82.64,20
omdh,21.47,78
kfhg,74.14,55
jgmj,49.09,41
adef,22.4,80
minl,48.24,28
mgmf,64.15,34
najb,13.93,93
bgal,82.42,87
anjj,70.73,9
bmjm,24.7,2
piof,41.62,71
lmjp,18.19,54
kmai,19.52,51
omoe,59.88,7
diag,73.64,25
jadb,53.48,19
hhpd,26.38,58
aekn,17.53,96
epep,4.77,11
igjg,95.48,70
pkge,44.05,40
mdkg,29.38,10
dhem,85.84,85
hbdm,74.89,42
pjdf,38.33,4
ejfc,42.28,86
eeke,64.23,17
peoi,85.39,83
dihj,54.6,62
ecmh,52.47,72
mkal,55.28,15
ifnp,99.09,2
gddm,0.95,59
gflb,94.62,46
abpa,81.06,72
fmak,36.94,11
gknf,50.7,93
mklm,14.2,31
nmih,49.22,72
gabh,81.2,7
emld,13.12,33
clce,88.86,73
ccmc,33.41,6
klkh,47.37,90
ilne,88.65,59
pfai,74.46,25
dolk,69.22,52
nlec,89.13,19
cike,94.55,64
gkga,11.99,15
effk,57.57,57
ckho,65.29,93
hafl,66.93,50
ohoe,97.35,69
jhjh,25.33,10
ahhc,18.94,88
pben,32,60
hphe,23.51,31
gjeh,15.89,15
ihdh,87.63,54
kamk,97.42,5
mapp,62.55,42
goee,2.06,31
eifi,40.5,21
ehbh,48.2,52
eohj,21.63,91
cbpo,67.29,79
blfi,46.82,45
eado,30.52,97
dllf,62.34,95
glpl,31.08,55
mchg,90.85,50
fdfn,29.95,78
egpe,27.16,19
oppc,79.66,73
oabb,94.78,68
pbhh,50.99,76
akdl,32.21,35
jkhl,97.23,39
imkd,50.69,48
fejg,83.13,9
jlfl,93.2,63
ogib,13.47,37
pknd,29.34,98
mhgd,76.57,18
ihim,41.74,17
gjbl,15.79,87
oeek,14.06,58
giko,41.53,57
kikm,76.94,45
emal,36.88,4
mmpc,52.52,65
joem,35.21,21
ndco,12.31,49
ccho,97.51,11
bhom,4.7,77
kcmg,75.77,39
doop,97.73,75
nlam,65.72,73
koac,33.2,36
cdec,13.95,71
nhig,22.2,62
eimp,54.77,55
gcfp,52.04,23
pbgn,94.09,21
kjbp,84.74,83
fdln,85.44,26
coop,22.19,55
mhgc,91.54,33
kbgg,15.46,92
lljp,70.1,1
edno,30.25,40
belp,77.41,30
bjdk,50.16,5
obkn,69.97,58
jmfb,64.03,32
gofe,50.53,14
klam,81.74,20
bobo,21.83,26
gpca,45.29,25
kffp,3.15,5
chdg,48.22,91
ffcc,69.29,22
domg,9.32,20
bbfd,96.87,9
mjfc,40.04,59
ignp,95.55,35
jjko,73.28,94
pneg,35.4,82
gedh,78.61,26
mgcl,26.63,56
bppi,16.43,69
kicp,94.06,63
cjie,96.95,65
inpc,71.66,12
klec,10.48,59
aekc,80.23,64
dmod,64.32,7
ioed,59.75,42
lmnp,43.06,74
glni,62.86,21
eakl,18.18,76
mebi,12.27,16
iknd,53.67,55
fimo,83.38,16
blgk,61.21,36
jcgm,89.21,43
hfka,62.32,93
chhg,17.02,25
djjl,41.31,24
ppkd,49.91,75
koll,10.14,19
gnof,13.67,9
fdgh,20.1,19
gnma,16.19,62
bcpg,44.16,91
nocc,88.24,17
bbjn,65.09,93
dbbe,69.39,37
lgjd,56.71,45
nneh,47.02,15
dbmo,31.59,32
akia,15.35,51
gkej,0.59,31
kibc,36.06,65
fppc,78.18,79
ihni,52.33,27
oagf,25.97,40
oemn,78.09,86
gmkp,70.56,10
gnoc,31.42,42
gofj,28.11,26
djmk,21.87,15
ckgo,15.9,35
ndfo,1.2,23
afbk,30.84,9
picf,37.86,14
iehj,96.31,23
hcle,3.46,60
ighe,92.25,12
aigi,72.55,0
jkgi,34.74,99
ohej,51.74,36
kmon,80.69,77
hamj,58,76
adld,87.01,55
lffn,20.53,78
codg,61.19,68
lbml,46.07,30
bhoh,53.72,68
ndpi,63.95,9
olpd,84.21,37
mfmg,56.16,41
hjfd,52.14,27
jppp,87.36,96
odfl,48,28
fbkc,95.67,50
djfa,40.94,77
ifoe,38.95,35
nhnd,11.04,64
naco,82.78,80
ompc,82.07,35
cajc,96.06,98
opjm,9.63,62
ajil,73.54,97
ibib,30.44,71
aihn,7.72,76
njfk,64.67,28
apko,31.2,74
nncp,88.72,35
fpem,26.49,52
keam,57.61,71
gbbi,2.1,21
enad,26.89,18
jiil,36.3,73
olce,55.69,57
okea,75.29,56
lmni,85.81,48
ldme,7.16,37
kkgb,29,19
jalf,53.28,66
dlnf,46.39,36
lelh,32.15,76
hmig,88.71,62
emma,28.28,52
ajeb,13.48,58
clel,90.72,99
ppdd,35.03,31
annk,83.79,62
doaa,8.58,21
nmee,6.89,73
kipf,85.47,97
hedb,44.95,32
agnk,22.49,70
oope,23.12,92
cfen,79.89,93
ijlc,47.67,84
gidh,51.86,20
pdni,16.52,22
bikp,74.29,27
colo,52.45,10
fohl,45.48,89
kpke,35.92,27
ngeh,31.01,61
cdcg,31.98,32
fncf,49.75,40
ehmm,94.34,59
mjnp,22.06,25
edfc,47.75,29
goln,46.42,67
gmnb,35.38,86
fkpn,7.09,43
nmep,14.48,73
ndah,98.39,2
olcg,57.86,25
hfga,27.74,14
aokk,80.29,43
kcea,2.57,8
dcoo,50.33,73
ajbb,85.78,17
opgn,0.38,90
jhkb,77.94,17
encm,32.36,86
nchm,93.8,36
loag,96.24,10
oclb,21.84,76
jlpd,69.39,40
cldf,69.75,89
mdlg,58.14,26
jibe,93.07,18
mhhp,79.92,62
dpba,79.95,50
idck,34.85,37
hbid,36.45,78
opnn,20.37,67
ilmh,41.09,4
kbkn,96.83,9
dldh,14.19,61
knmb,75.21,17
ljae,33.25,68
bmen,1.1,95
dcie,29.49,41
fned,68.7,3
ampg,73.58,7
kklj,12.97,16
jkkb,24.9,79
kbke,97.57,18
mkjj,88.64,57
eakc,91.34,6
abfc,45.4,72
gnlh,88.9,88
kagh,77.37,93
anpk,33.3,45
jmjj,94.53,72
ichj,46.52,86
mhch,50.55,50
jkaa,77.36,22
cnoc,78.84,14
hcgi,94.16,16
oifk,59.4,31
lgbh,21.34,23
mmgf,24.78,47
lhgd,79.02,89
mijk,42.92,32
mkfp,47.26,97
hpif,25.62,50
babl,95.59,68
mnka,6.69,10
gicm,61.67,96
lben,49.78,62
hpmn,60.98,50
mdii,89.51,93
mohk,39.18,38
hfbf,68.38,60
hnfa,10.84,93
fkjp,50.34,79
kfmi,74.74,96
aknm,60.14,31
mcdp,35.87,51
kicm,20.63,20
piio,46.55,8
bkkm,46.5,20
fobf,20.27,50
lein,91.09,84
clef,82.73,29
gnna,37.26,21
jheb,76.76,7
kion,72.51,2
geif,70.67,3
hdml,51.93,43
hfch,69.91,87
lhbp,74.22,10
bckc,72.84,69
ojob,54.35,0
mdha,24.68,7
fcng,76.76,84
njbc,24.06,24
impb,71.96,25
kcep,12.56,97
pjea,43.15,6
pkgj,8.21,79
cifk,98.17,13
edbk,92.85,30
hjcl,85.12,21
jamo,58.23,96
ackm,16.72,61
imee,1.91,96
jkjd,68.19,68
kaln,51.12,76
mpfi,44.19,93
ddbm,80.84,63
gkdf,42.8,55
jabd,7.34,91
aoeg,98.01,85
eihp,79.88,13
pboc,7.08,14
hici,98.98,76
hgfn,82.18,68
gemm,51.76,86
kgml,34.49,66
jngf,89.45,0
pnik,24.95,52
kimi,84.13,97
cdee,50.34,59
ljke,48.74,26
ndhk,60.62,53
olna,66.85,83
cgmm,95.84,42
cbgo,67,49
hjcn,0.08,15
gokn,28.84,62
nobm,38.94,88
gbkj,45.82,77
llpa,0.13,17
laak,66.03,90
llmc,11.67,42
pafc,35.96,36
efbf,72.56,65
jhml,2.39,30
colb,85.01,62
bnjh,78.89,77
gbml,13.22,24
kema,57.15,92
ibbl,97.65,38
lhla,58.44,8
egdk,9.01,30
lhpk,65.91,21
cjmh,28.58,87
fmkj,69.15,17
kgik,42.19,95
gplm,52.22,43
gcno,10.71,38
ngaa,44.66,9
jkog,10.06,25
kpcm,94.06,81
emdi,95.2,63
hcda,68.27,2
kanf,12.3,88
kbpl,42.07,37
idjh,39.9,44
idlk,21.43,42
hlbp,59.49,35
dnkh,57.64,36
bkim,72.62,15
ioll,60.31,64
hcgf,41.1,57
mcjg,5.12,27
khgf,19.37,4
embj,9.88,33
kmnm,50.08,76
kckf,63.01,90
jhbc,9.83,67
iboj,88.82,11
godl,1.67,45
kmia,5.37,40
dhen,50.27,61
algh,66.92,52
efhb,8.56,83
cigl,88.78,8
bgik,23.58,96
khnb,18.36,95
kbbe,21.19,46
ekgl,48.9,89
ndbp,90.11,84
gabp,67.43,45
pjpj,38.03,57
bbpl,35,34
gacg,45.64,10
kooa,34.48,77
ibcj,38.95,17
okji,42.96,48
ccei,10.9,68
dmhd,95.32,65
odib,30.51,2
fgfi,59.5,16
njmp,42.83,39
imfg,42.73,84
ikpn,12.96,85
lofm,73.57,86
faio,79.84,88
emof,99.56,32
dihh,77.93,28
mamf,63.49,63
oeim,28.56,90
defd,57.52,90
aehb,62.88,59
ojfh,87.95,82
ahif,76.79,2
mkjh,16.07,36
jbgp,74.65,31
kpig,97.57,22
icbl,5.7,83
ghgg,49.89,19
kfad,51.18,12
hmee,26.38,75
lkpb,90.73,94
idoj,32.44,55
hmhg,19.67,11
kokf,34.72,83
hjcj,5.8,76
pmmp,88.45,20
kehe,39.47,59
mmkk,33.33,84
ijhg,62.6,33
dnpm,30.2,84
ohlc,80.12,78
aejg,77.99,5
ogoe,51.13,30
fhle,20.51,75
ipjp,33.68,38
fbcm,74.77,47
hodh,14.05,8
oggb,52.15,78
gnog,35.66,88
kfpb,85.86,88
djcd,5.6,57
pdog,33.14,84
hpkn,25.1,75
lioo,88.69,71
ifmf,36.11,46
khjh,93.75,23
dkbh,31.99,72
ecgp,90.56,97
nplf,50.7,42
dodg,43.34,11
nbpe,17.84,89
jbjg,95.5,17
fndc,85.62,5
jghk,63.67,67
dfeo,46.92,14
hehm,53.92,62
ngda,83.93,22
kgfi,10.69,35
aggh,94.89,95
emgn,35.93,48
mgch,15.74,67
miih,95.51,32
pfel,11.2,10
okdn,58.15,94
ghnf,56.89,81
gjni,7.13,63
aieo,43.19,93
iian,1.64,16
ijej,47.25,33
nmno,42.44,9
hjfp,82.05,6
ioch,29.05,35
naoh,80.25,58
jgnk,65.7,50
joof,24.92,87
mjnj,29.12,90
nklm,42.31,11
gobk,59.28,19
oaap,6.7,1
fmkp,75.04,65
nbnc,69.88,30
ooba,60.93,58
egdf,14.23,1
jlfh,47.98,72
gdof,43.42,16
lnom,27.54,72
dbkk,36.32,26
edef,84.38,64
lbed,79.25,70
ggip,67.27,91
flci,75.32,36
goda,80.59,87
omhb,30.57,69
moep,53.77,46
cjpo,5.76,6
onnj,51.13,40
hnfj,23.46,88
homm,52.92,91
dgjb,73.12,60
epal,92.81,11
gkmd,13.6,23
ijdh,93.53,17
hpeg,0.26,73
pgfj,90.94,92
gcoa,71.76,68
mfni,58.22,75
abcp,52.88,35
fbbh,80.59,0
ppff,40.16,46
dgbh,55.11,67
ibem,23.45,72
cnme,9.57,87
cdji,54.66,67
acae,36.07,33
hkha,33.66,47
eael,64.44,55
imfa,67.72,3
lojm,98.1,21
pgjl,40.4,33
alnh,18.75,25
kcne,34.58,10
cjic,61.99,76
pgfn,79.09,50
ccip,2.42,93
ndlk,90.28,30
goim,1.7,72
ieio,76.71,64
olee,71.94,89
oopc,84.71,90
ellf,4.06,87
nibo,39.07,17
dbbn,19.52,34
hgnc,97.77,83
cnel,3.17,67
open,23.41,83
akjm,20.11,70
hmke,99.56,41
bahk,3.6,72
kfai,37.24,73
ifbg,81.61,16
noca,90.78,2
hokl,57.25,51
hmeh,61.33,90
cknh,91.8,51
mkma,16.6,30
pppd,71.05,10
nhai,59.52,44
dipk,29.75,87
kman,13.38,75
fjhg,12.99,34
knlm,80.76,54
fdmj,34.68,18
aopg,96.05,22
nngp,41,87
lgma,17.18,78
dgae,50.03,65
mcab,82.27,81
gdbl,13.98,83
immg,49.35,9
efmn,98.36,90
jpgk,38.51,34
nnap,89.97,83
jjoo,2.17,97
mkbj,61.95,24
eomg,50.55,68
pion,84.65,44
fjfn,91.88,29
ofei,38.19,34
igan,79.18,4
kocp,18.06,72
nbgb,31.41,45
jdlm,51.09,39
eaji,3.91,86
dofe,3.9,88
fbno,48.71,71
fpph,55.65,63
cjni,39.15,74
kfif,33.17,61
ieec,34.81,97
llnj,36.11,8
oapk,81.28,44
kagk,3.71,48
ndlh,90.6,67
egem,27.66,49
diip,75.83,75
lpji,92.18,57
nhhj,37.15,69
chhp,65.44,18
igpk,84.44,3
efee,84.29,27
mplp,93.59,31
dmmo,52.76,55
fbbi,60.22,22
idmp,99.05,94
fefk,54.66,7
inco,48,61
hjep,12.85,76
boei,16.1,96
cjgj,60.57,61
cgca,73.06,19
bbdo,74.06,32
cphb,48.35,69
fndb,31.08,18
mkof,90.73,39
lgee,49.6,87
kfib,80.08,21
fipf,79.3,70
gkpi,92.91,78
njjb,13.06,86
bdif,82.13,11
glhp,22.84,58
gckp,39.16,6
hkce,46.59,39
cnha,23.79,16
okgh,45.03,6
dngi,1.21,14
apfa,91.65,36
kfdb,84.2,70
jffi,85.41,11
elji,63.56,76
ecbk,3.75,17
hape,7.53,24
ibih,16.51,40
ligj,21.31,91
dhbf,35.09,40
bamo,70.79,97
hbdl,38.42,36
lbcn,10.8,40
kgfe,22.47,14
afkk,43.31,2
ikia,73.81,97
dgal,24.38,97
ippe,75.85,95
adik,85.59,12
foic,32.02,10
bgbl,8.47,19
lngn,52.33,72
icim,26.16,98
kjdc,77.3,3
nghi,38.96,69
koho,66.03,53
fbcb,11.47,35
hlfn,28.41,25
medm,31.65,8
iepk,42.11,72
khjb,20.96,42
fjdl,86.39,89
hhfl,65.31,82
lbmp,22.88,5
ajbk,99.18,2
idbc,45.64,20
bkpa,42.61,46
loii,10.52,94
fnag,73.37,17
pjla,50.22,26
gico,21.19,89
lgno,82.7,26
ghem,45.58,1
fjgl,14.67,67
glii,66.46,85
hooo,74.13,47
oebp,27.72,45
aebl,96.44,7
kddj,42.81,76
dhfd,30.91,62
floc,96.21,98
eepl,31.05,37
kmnl,84.06,77
panm,94.26,19
iojc,21.04,48
ljbe,82.81,50
mgic,19.11,5
popc,49.86,47
eegn,14.73,30
knod,60.57,10
gdmj,34.31,79
abbi,37.88,40
fieh,9.84,11
bfjd,96.85,59
afhd,16.26,35
ogkp,19.03,59
bpao,28.98,49
jclk,1.62,21
kfpn,77.56,20
dlma,84.14,56
mamd,62.47,69
lajd,52.74,94
dhll,46.06,61
anek,35.24,51
cgnn,79.17,40
lhkc,34.36,69
ejga,5.74,68
dipj,36.39,47
kiib,65.15,65
kemh,57.4,49
ioml,14.01,82
hoba,41.56,63
okle,77.48,53
cooa,4.76,99
hped,88.71,76
jdah,2.79,4
lidl,49.39,30
ccdp,98.78,1
aiio,57.87,15
iafb,89.03,96
oego,81.85,17
jmpo,1.33,46
noba,86.84,56
ackd,46.01,29
jjgn,4.99,67
mckh,48.31,2
hmok,53.65,48
fibc,40.31,81
jajl,83.95,44
ncnl,34.22,72
lldm,34.65,83
poof,15.33,91
nkcn,35,23
oaaj,33.34,3
jnnb,52.4,89
okgj,72.27,91
ajbd,21.54,5
bbpd,43.87,66
ngja,73.02,81
chfo,18.73,48
lepi,41.74,38
gohk,33.53,94
nfmf,54.9,95
aofc,16.33,29
lala,26.12,34
leef,15.25,23
ljim,18.62,89
mcdk,87.55,20
pbah,3.62,72
ipka,20.72,7
dpkm,32.31,25
iijg,43.69,66
hemh,41.87,30
goad,98,17
ngln,61.18,70
jjel,74.78,0
aoci,37.36,27
hbcb,27.34,90
afji,79.7,99
gnlp,20.73,15
fcee,98.5,67
lppe,41.64,70
hbcc,86.23,20
